Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
Javonte Smart,PG,22,TOT,17,200,5.1,.407,.450,.100,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,-0.3,0.2,-0.2,-0.038,-5.9,-0.8,-6.6,-0.2,2022
Javonte Smart,PG,22,MIL,13,160,2.5,.340,.419,.140,2.7,9.7,6.3,10.9,1.2,1.2,16.5,14.6,-0.4,0.1,-0.2,-0.071,-7.3,-0.8,-8.1,-0.2,2022
Javonte Smart,PG,22,MIA,4,40,15.6,.588,.529,.000,2.9,11.2,7.1,8.1,2.5,2.6,10.5,21.1,0.0,0.1,0.1,.094,-0.2,-0.7,-0.9,0.0,2022
Marcus Smart,PG,27,BOS,71,2296,13.6,.540,.501,.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,1.9,3.7,5.6,.116,-1.2,1.7,0.5,1.5,2022
Dennis Smith Jr.,PG,24,POR,37,638,13.2,.474,.143,.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-0.1,0.5,0.4,.031,-2.8,1.2,-1.7,0.1,2022
Ish Smith,PG,33,TOT,65,1126,12.5,.465,.156,.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,-0.3,0.9,0.5,.023,-2.2,-0.6,-2.9,-0.2,2022
Ish Smith,PG,33,CHO,37,511,9.6,.434,.135,.103,2.2,9.7,5.9,25.9,1.9,1.8,15.7,19.1,-0.5,0.3,-0.1,-0.011,-3.7,-0.7,-4.5,-0.3,2022
Ish Smith,PG,33,WAS,28,615,15.0,.489,.171,.020,2.6,12.2,7.5,36.1,2.2,1.8,14.5,20.9,0.1,0.5,0.7,.052,-0.9,-0.6,-1.5,0.1,2022
Jalen Smith,PF,21,TOT,51,924,18.4,.595,.349,.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,.145,0.9,-1.4,-0.5,0.3,2022
Jalen Smith,PF,21,PHO,29,382,15.9,.547,.285,.380,15.9,23.0,19.5,2.1,0.8,4.2,12.1,20.5,0.4,0.7,1.1,.137,-1.9,-0.5,-2.3,0.0,2022
Jalen Smith,PF,21,IND,22,543,20.2,.628,.390,.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,1.3,0.4,1.7,.150,2.9,-2.1,0.8,0.4,2022
Xavier Sneed,SF,24,TOT,9,39,0.4,.250,.800,.000,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,-0.1,0.0,0.0,-0.056,-6.9,-3.7,-10.6,-0.1,2022
Xavier Sneed,SF,24,MEM,2,8,-7.1,.000,1.000,.000,12.8,13.4,13.1,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,-0.143,-14.5,-5.5,-19.9,0.0,2022
Xavier Sneed,SF,24,UTA,7,31,2.4,.313,.750,.000,3.7,10.3,7.1,4.1,0.0,0.0,0.0,11.2,0.0,0.0,0.0,-0.033,-4.9,-3.3,-8.2,0.0,2022
Tony Snell,SG,30,TOT,53,822,6.3,.541,.749,.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,0.2,0.2,0.4,.023,-3.4,-0.8,-4.2,-0.5,2022
Tony Snell,SG,30,POR,38,546,5.2,.503,.773,.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,0.0,0.1,0.1,.005,-4.1,-1.0,-5.0,-0.4,2022
Tony Snell,SG,30,NOP,15,277,8.6,.591,.716,.014,2.0,10.6,6.2,4.0,1.4,0.7,9.7,12.8,0.2,0.2,0.3,.058,-2.0,-0.6,-2.6,0.0,2022
Jaden Springer,SG,19,PHI,2,6,26.4,1.000,.000,.000,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,0.0,0.0,0.0,.138,8.3,8.7,17.1,0.0,2022
Cassius Stanley,SG,22,DET,9,155,8.0,.516,.370,.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,0.0,0.1,0.1,.021,-4.9,-1.0,-5.8,-0.2,2022
Nik Stauskas,SG,28,TOT,8,39,10.5,.541,.714,.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,0.0,0.0,0.1,.078,-0.9,-2.7,-3.6,0.0,2022
Nik Stauskas,SG,28,MIA,2,24,13.1,.564,.500,.500,4.8,9.3,7.1,6.0,0.0,0.0,0.0,18.1,0.1,0.0,0.1,.142,0.0,-1.3,-1.3,0.0,2022
Nik Stauskas,SG,28,BOS,6,15,6.2,.509,1.000,.333,0.0,0.0,0.0,9.4,0.0,0.0,12.7,23.1,0.0,0.0,0.0,-0.025,-2.4,-4.8,-7.3,0.0,2022
Lance Stephenson,PG-SG,31,TOT,46,814,13.6,.536,.279,.248,1.6,16.0,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,.048,-1.6,-1.6,-3.2,-0.2,2022
Lance Stephenson,SG,31,ATL,6,70,4.5,.396,.231,.154,1.6,21.8,11.7,19.9,0.0,0.0,22.4,11.2,-0.1,0.0,0.0,-0.023,-6.8,-0.8,-7.7,-0.1,2022
Lance Stephenson,PG,31,IND,40,744,14.5,.542,.281,.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,0.5,0.3,0.8,.055,-1.1,-1.7,-2.8,-0.1,2022
Lamar Stevens,PF,24,CLE,63,1015,11.3,.544,.204,.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,.078,-3.2,0.3,-2.9,-0.2,2022
Isaiah Stewart,C,20,DET,71,1816,14.0,.550,.094,.210,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,.091,-2.5,-0.8,-3.3,-0.6,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Max Strus,SF,25,MIA,68,1587,12.7,.614,.784,.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2.0,1.7,3.6,.110,1.4,-0.4,0.9,1.2,2022
Jalen Suggs,PG,20,ORL,48,1307,8.6,.455,.358,.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3.0,1.3,-1.6,-0.060,-5.3,-0.2,-5.6,-1.2,2022
Craig Sword,SG,28,WAS,3,19,14.2,.750,.250,.000,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,0.0,0.0,0.1,.158,-8.6,10.0,1.4,0.0,2022
Keifer Sykes,PG,28,IND,32,566,5.9,.456,.474,.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,-0.5,0.1,-0.5,-0.040,-4.4,-2.4,-6.9,-0.7,2022
Jae'Sean Tate,PF,26,HOU,78,2056,14.3,.567,.277,.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,1.9,1.1,3.0,.071,-1.3,-0.5,-1.8,0.1,2022
Jayson Tatum,SF,23,BOS,76,2731,21.8,.578,.416,.300,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,.169,4.3,0.6,5.0,4.8,2022
Terry Taylor,PF,22,IND,33,714,19.0,.656,.173,.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,2.2,0.2,2.4,.160,2.1,-2.8,-0.6,0.2,2022
Garrett Temple,SG,35,NOP,59,1098,8.6,.494,.627,.139,2.9,11.8,7.2,9.2,1.9,2.0,11.8,13.9,-0.1,1.0,0.8,.037,-2.8,0.3,-2.5,-0.1,2022
Emanuel Terry,PF,25,PHO,3,18,-0.1,.000,.000,.000,48.9,40.6,44.7,12.2,2.7,0.0,50.0,23.9,-0.1,0.0,-0.1,-0.256,-13.0,-5.3,-18.3,-0.1,2022
Tyrell Terry,PG,21,MEM,2,3,20.0,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,.222,-3.4,2.5,-1.0,0.0,2022
Jon Teske,C,24,MEM,3,8,1.5,.000,.000,2.000,0.0,26.8,13.1,13.8,6.0,0.0,0.0,9.6,0.0,0.0,0.0,-0.080,-8.5,3.7,-4.8,0.0,2022
Daniel Theis,C,29,TOT,47,977,13.2,.595,.368,.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,0.9,1.0,1.9,.093,-1.9,-0.2,-2.1,0.0,2022
Daniel Theis,C,29,HOU,26,584,10.7,.554,.441,.223,6.0,18.5,12.2,5.1,0.9,2.6,13.6,16.5,0.1,0.3,0.3,.028,-2.6,-0.9,-3.4,-0.2,2022
Daniel Theis,C,29,BOS,21,393,17.0,.658,.250,.286,7.6,19.1,13.5,8.0,1.1,3.3,10.6,15.8,0.9,0.7,1.6,.190,-1.0,0.9,-0.1,0.2,2022
Brodric Thomas,SG,25,BOS,12,60,10.0,.520,.500,.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,0.0,0.1,0.1,.052,-3.6,0.8,-2.8,0.0,2022
Cam Thomas,SG,20,BRK,67,1176,11.7,.519,.346,.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0.0,0.8,0.8,.033,-2.0,-1.4,-3.4,-0.4,2022
Isaiah Thomas,PG,32,TOT,22,333,12.0,.516,.497,.156,1.3,8.1,4.6,15.7,1.0,1.4,7.8,24.8,0.0,0.1,0.2,.026,-1.9,-2.6,-4.5,-0.2,2022
Isaiah Thomas,PG,32,LAL,4,101,3.2,.422,.564,.282,1.1,7.4,4.3,8.1,0.0,1.8,10.2,20.8,-0.2,0.0,-0.2,-0.084,-6.0,-2.5,-8.5,-0.2,2022
Isaiah Thomas,PG,32,DAL,1,13,12.6,.375,.375,.000,0.0,0.0,0.0,52.6,0.0,0.0,0.0,27.7,0.0,0.0,0.0,.006,-0.6,-3.7,-4.2,0.0,2022
Isaiah Thomas,PG,32,CHO,17,219,16.0,.557,.483,.125,1.4,8.8,5.1,17.0,1.5,1.3,7.3,26.5,0.2,0.1,0.4,.078,-0.1,-2.6,-2.7,0.0,2022
Matt Thomas,SG,27,CHI,40,459,9.9,.564,.679,.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,.058,-1.2,-1.5,-2.6,-0.1,2022
Klay Thompson,SG,31,GSW,32,941,16.7,.547,.517,.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,.091,2.6,-1.6,1.1,0.7,2022
Tristan Thompson,C,30,TOT,57,896,14.9,.541,.011,.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,0.9,0.8,1.6,.087,-1.6,-1.5,-3.1,-0.3,2022
Tristan Thompson,C,30,SAC,30,455,15.1,.521,.007,.397,17.1,21.5,19.3,5.9,1.2,2.3,14.1,19.5,0.3,0.4,0.6,.065,-2.0,-1.7,-3.7,-0.2,2022
Tristan Thompson,C,30,IND,4,66,12.5,.527,.000,.333,11.6,18.9,15.2,4.6,0.0,2.6,12.7,20.4,0.0,0.0,0.0,.013,-3.2,-3.5,-6.8,-0.1,2022
Tristan Thompson,C,30,CHI,23,376,15.0,.575,.022,.522,12.3,20.3,16.3,5.1,1.6,1.6,9.6,14.7,0.6,0.4,1.0,.126,-0.9,-0.8,-1.7,0.0,2022
JT Thor,PF,19,CHO,33,262,9.7,.525,.491,.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,0.1,0.2,0.3,.058,-3.1,0.1,-3.0,-0.1,2022
Matisse Thybulle,SG,24,PHI,66,1685,11.2,.594,.480,.143,2.8,7.1,5.0,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,.107,-2.2,3.3,1.1,1.3,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Killian Tillie,C,23,MEM,36,461,7.6,.452,.677,.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,.058,-3.8,1.1,-2.7,-0.1,2022
Xavier Tillman Sr.,PF,23,MEM,53,701,15.1,.510,.227,.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,.121,-1.1,1.8,0.7,0.5,2022
Isaiah Todd,PF,20,WAS,12,74,4.7,.349,.615,.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1,2022
Obi Toppin,PF,23,NYK,72,1230,18.3,.614,.357,.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,2.5,1.5,3.9,.153,1.7,0.3,2.0,1.2,2022
Juan Toscano-Anderson,SF,28,GSW,73,994,11.0,.561,.370,.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2.0,.098,-3.3,2.4,-0.8,0.3,2022
Karl-Anthony Towns,C,26,MIN,74,2476,24.1,.640,.301,.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,.199,4.5,0.5,5.0,4.4,2022
Gary Trent Jr.,SG,23,TOR,70,2448,14.7,.546,.502,.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,.110,-0.1,0.3,0.2,1.3,2022
P.J. Tucker,PF,36,MIA,71,1981,11.3,.593,.451,.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5.0,.121,-0.8,1.4,0.6,1.3,2022
Rayjon Tucker,SG,24,TOT,5,71,17.7,.869,.556,.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,0.3,0.1,0.4,.243,2.3,1.2,3.5,0.1,2022
Rayjon Tucker,SG,24,DEN,3,29,13.6,.798,1.000,2.000,4.0,11.2,7.7,16.7,1.7,0.0,0.0,5.7,0.1,0.0,0.1,.213,0.6,1.3,1.9,0.0,2022
Rayjon Tucker,SG,24,MIL,2,42,20.5,.901,.429,.429,5.2,4.9,5.1,19.1,3.4,0.0,10.7,9.5,0.2,0.0,0.2,.264,3.5,1.1,4.6,0.1,2022
Myles Turner,C,25,IND,42,1235,17.4,.615,.466,.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,.120,0.1,1.4,1.4,1.1,2022
Jonas ValanÄiÅ«nas,C,29,NOP,74,2240,21.2,.617,.168,.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,4.6,2.7,7.3,.156,2.0,-0.1,1.9,2.2,2022
Denzel Valentine,SG,28,TOT,24,222,8.1,.523,.712,.000,4.6,16.1,10.4,7.0,1.8,0.0,15.4,15.5,-0.1,0.3,0.2,.039,-3.1,0.4,-2.7,0.0,2022
Denzel Valentine,SG,28,CLE,22,204,8.4,.516,.710,.000,5.0,15.4,10.3,7.6,1.7,0.0,13.9,15.6,-0.1,0.2,0.2,.045,-2.7,0.3,-2.4,0.0,2022
Denzel Valentine,SG,28,UTA,2,18,4.2,.625,.750,.000,0.0,23.5,12.2,0.0,2.7,0.0,33.3,14.5,0.0,0.0,0.0,-0.026,-8.1,1.6,-6.5,0.0,2022
Jarred Vanderbilt,PF,22,MIN,74,1880,15.3,.612,.039,.363,12.0,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.1,2.9,6.0,.153,-0.8,1.0,0.2,1.1,2022
Fred VanVleet,PG,27,TOR,65,2462,17.3,.552,.585,.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,.131,3.1,0.5,3.6,3.5,2022
Devin Vassell,SF,21,SAS,71,1937,13.3,.540,.497,.130,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2.0,3.3,.082,-0.5,0.0,-0.5,0.7,2022
Gabe Vincent,PG,25,MIA,68,1589,10.6,.551,.630,.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,0.7,1.9,2.5,.076,-1.9,0.5,-1.4,0.2,2022
Nikola VuÄeviÄ,C,31,CHI,73,2418,18.2,.533,.287,.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,.090,0.8,0.1,0.9,1.8,2022
Dean Wade,PF,25,CLE,51,980,10.1,.584,.654,.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,.111,-1.9,1.3,-0.6,0.4,2022
Franz Wagner,SF,20,ORL,79,2429,14.7,.559,.278,.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,2.1,1.9,4.0,.079,-0.4,-0.3,-0.7,0.8,2022
Moritz Wagner,C,24,ORL,63,960,18.1,.623,.508,.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,1.8,1.0,2.8,.138,1.5,0.1,1.6,0.9,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Ish Wainright,PF,27,PHO,45,359,9.4,.494,.567,.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0.0,0.6,0.6,.079,-3.0,1.0,-2.0,0.0,2022
Kemba Walker,PG,31,NYK,37,948,13.9,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1.0,0.9,1.8,.093,0.7,-0.2,0.4,0.6,2022
Lonnie Walker IV,SG,23,SAS,70,1612,12.3,.512,.462,.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,0.1,1.1,1.2,.037,-1.2,-1.3,-2.5,-0.2,2022
M.J. Walker,SG,23,PHO,2,8,-3.3,.000,.500,.000,0.0,13.1,6.7,13.8,12.0,0.0,0.0,21.5,-0.1,0.0,0.0,-0.276,-15.8,6.2,-9.6,0.0,2022
Tyrone Wallace,SG,27,NOP,6,75,2.5,.383,.400,.250,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1,2022
Derrick Walton,PG,26,DET,3,108,5.9,.342,.500,.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1.0,-4.3,-0.1,2022
Brad Wanamaker,PG,32,TOT,23,320,7.5,.472,.221,.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0.0,.004,-5.3,-0.5,-5.8,-0.3,2022
Brad Wanamaker,PG,32,IND,22,293,6.5,.465,.236,.306,2.2,11.2,6.7,21.4,0.8,1.8,22.0,15.3,-0.2,0.1,-0.1,-0.016,-5.6,-1.0,-6.6,-0.3,2022
Brad Wanamaker,PG,32,WAS,1,27,18.1,.554,.000,.600,0.0,16.2,8.2,33.9,3.7,0.0,0.0,10.4,0.1,0.0,0.1,.216,-1.8,4.7,2.9,0.0,2022
Duane Washington Jr.,PG,21,IND,48,968,10.2,.521,.504,.143,0.5,9.3,4.8,13.0,1.3,0.3,11.2,22.6,-0.2,0.2,0.0,-0.002,-1.9,-2.8,-4.7,-0.7,2022
P.J. Washington,C,23,CHO,65,1768,13.6,.588,.566,.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,.091,-0.2,0.2,-0.1,0.9,2022
Yuta Watanabe,SF,27,TOR,38,445,11.5,.524,.572,.290,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,.075,-1.9,0.0,-2.0,0.0,2022
Lindy Waters III,SG,24,OKC,25,465,13.0,.562,.834,.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,0.3,0.5,0.8,.081,-0.8,-0.8,-1.6,0.1,2022
Tremont Waters,PG,24,TOT,3,50,5.4,.357,.643,.000,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,-0.1,0.1,0.0,-0.042,-7.8,0.1,-7.7,-0.1,2022
Tremont Waters,PG,24,TOR,2,42,5.1,.333,.750,.000,0.0,10.9,5.2,21.7,4.8,0.0,25.0,16.3,-0.1,0.1,-0.1,-0.061,-7.5,-0.6,-8.1,-0.1,2022
Tremont Waters,PG,24,WAS,1,8,7.3,.500,.000,.000,0.0,0.0,0.0,0.0,6.2,0.0,0.0,11.1,0.0,0.0,0.0,.058,-9.4,4.0,-5.4,0.0,2022
Trendon Watford,SF,21,POR,48,869,15.8,.590,.142,.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,.104,-1.4,-0.4,-1.7,0.1,2022
Paul Watson,SF,27,OKC,9,156,5.7,.432,.743,.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,-0.1,0.1,0.0,.001,-4.8,-0.6,-5.4,-0.1,2022
Quinndary Weatherspoon,SG,25,GSW,11,73,12.0,.647,.238,.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,.148,-4.5,0.1,-4.4,0.0,2022
Russell Westbrook,PG,33,LAL,78,2678,15.0,.512,.215,.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,-0.6,2.3,1.7,.030,-0.7,-0.9,-1.6,0.2,2022
Coby White,PG,21,CHI,61,1675,12.6,.564,.548,.141,1.1,11.0,6.1,15.0,0.8,0.6,9.3,19.8,1.6,0.8,2.4,.067,-0.4,-1.7,-2.1,0.0,2022
Derrick White,SG,27,TOT,75,2199,14.8,.549,.461,.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,2.8,2.3,5.1,.111,0.4,0.6,0.9,1.6,2022
Derrick White,SG,27,SAS,49,1486,15.7,.551,.453,.281,1.8,10.5,6.1,25.2,1.6,2.4,12.0,20.7,2.0,1.3,3.3,.107,1.2,0.6,1.8,1.4,2022
Derrick White,SG,27,BOS,26,713,12.9,.544,.483,.326,2.0,11.1,6.7,18.2,1.0,2.0,10.8,18.2,0.9,0.9,1.8,.121,-1.4,0.5,-0.9,0.2,2022
Hassan Whiteside,C,32,UTA,65,1162,22.9,.662,.000,.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,3.4,2.3,5.8,.238,0.6,1.4,2.1,1.2,2022
Joe Wieskamp,SG,22,SAS,29,205,7.1,.494,.768,.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,.035,-2.9,-1.1,-3.9,-0.1,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Aaron Wiggins,SG,23,OKC,50,1209,10.3,.556,.409,.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,.048,-3.4,-0.9,-4.3,-0.7,2022
Andrew Wiggins,SF,26,GSW,73,2330,15.0,.560,.392,.231,4.1,10.9,7.6,10.8,1.6,2.1,9.0,23.1,1.8,3.4,5.1,.105,0.3,0.1,0.4,1.4,2022
Lindell Wigginton,PG,23,MIL,19,199,10.2,.524,.426,.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19.0,0.0,0.1,0.2,.044,-3.2,-1.9,-5.0,-0.2,2022
Brandon Williams,PG,22,POR,24,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,2022
Grant Williams,PF,23,BOS,77,1875,11.2,.635,.597,.220,3.8,11.8,7.9,5.7,1.0,2.8,11.6,12.6,2.4,2.6,5.1,.130,-1.4,1.1,-0.4,0.8,2022
Kenrich Williams,SF,27,OKC,49,1072,13.3,.532,.382,.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,0.8,1.0,1.8,.081,-1.3,1.1,-0.3,0.5,2022
Lou Williams,PG,35,ATL,56,799,12.1,.500,.319,.244,2.2,9.7,6.0,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,.034,-2.0,-1.4,-3.4,-0.3,2022
Patrick Williams,PF,20,CHI,17,422,12.7,.637,.284,.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,0.6,0.3,0.9,.099,-0.9,-0.7,-1.5,0.0,2022
Robert Williams,C,24,BOS,61,1804,22.1,.745,.003,.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6.0,3.9,9.9,.262,2.4,3.1,5.5,3.4,2022
Ziaire Williams,SF,20,MEM,62,1346,9.7,.559,.571,.130,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,.080,-2.4,-0.6,-3.0,-0.3,2022
D.J. Wilson,PF,25,TOR,4,54,27.9,.773,.133,.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,0.2,0.1,0.4,.328,1.8,3.2,5.0,0.1,2022
Dylan Windler,SF,25,CLE,50,459,8.8,.519,.714,.184,5.2,16.0,10.7,10.0,1.5,0.6,13.1,11.8,0.2,0.6,0.8,.084,-3.0,1.2,-1.7,0.0,2022
Justise Winslow,PF,25,TOT,48,775,13.1,.479,.257,.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,.048,-2.7,1.0,-1.7,0.1,2022
Justise Winslow,PF,25,LAC,37,480,12.4,.490,.206,.291,6.8,22.1,14.7,15.5,2.1,3.2,18.9,18.0,-0.3,0.9,0.6,.055,-3.5,2.0,-1.5,0.1,2022
Justise Winslow,PF,25,POR,11,295,14.1,.465,.319,.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,0.0,0.2,0.2,.037,-1.3,-0.7,-2.0,0.0,2022
Cassius Winston,PG,23,WAS,7,39,6.0,.549,.545,.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,0.0,0.0,0.0,.015,-5.9,-3.5,-9.3,-0.1,2022
Christian Wood,C,26,HOU,68,2094,19.1,.595,.383,.378,5.7,30.4,18.0,12.2,1.2,2.8,11.0,23.3,2.9,2.0,4.9,.112,2.1,-0.4,1.6,1.9,2022
Robert Woodard II,SF,22,SAC,12,42,2.1,.207,.250,.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,-0.2,0.0,-0.1,-0.147,-6.8,-3.6,-10.4,-0.1,2022
Delon Wright,SG,29,ATL,77,1452,13.8,.576,.431,.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,2.2,1.5,3.6,.121,-0.2,2.4,2.2,1.6,2022
McKinley Wright IV,PG,23,MIN,5,19,9.5,.833,.667,.000,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,0.0,0.0,0.0,.092,-1.4,-2.8,-4.2,0.0,2022
Moses Wright,PF,23,TOT,4,15,18.3,.470,.250,.750,7.9,15.9,11.9,16.8,0.0,6.5,0.0,17.1,0.0,0.0,0.1,.168,1.1,0.4,1.4,0.0,2022
Moses Wright,PF,23,LAC,1,1,31.2,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,.443,10.8,13.4,24.2,0.0,2022
Moses Wright,PF,23,DAL,3,13,17.3,.470,.250,.750,8.5,17.1,12.8,10.4,0.0,7.0,0.0,18.4,0.0,0.0,0.0,.160,0.3,-0.6,-0.3,0.0,2022
Gabe York,SG,28,IND,2,21,12.7,.435,.857,.714,0.0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,0.0,0.0,0.0,.059,-3.7,2.2,-1.5,0.0,2022
