Player,Team,Pos,WS,WS/48,Year
Kyle Alexander,MIA,C,0.0,-0.003,2020
Kyle Anderson,SAS,SF,0.3,0.044,2015
Kyle Anderson,SAS,SF,3.5,0.133,2016
Kyle Anderson,SAS,SF,2.7,0.127,2017
Kyle Anderson,SAS,SF,6.2,0.151,2018
Kyle Anderson,MEM,SF,2.7,0.1,2019
Kyle Anderson,MEM,SF,2.5,0.091,2020
Kyle Anderson,MEM,PF,5.6,0.143,2021
Kyle Anderson,MEM,PF,3.5,0.113,2022
Kyle Anderson,MIN,PF,5.1,0.125,2023
Kyle Anderson,MIN,PF,4.5,0.121,2024
Kyle Collinsworth,DAL,SF,0.5,0.046,2018
Kyle Guy,SAC,SG,0.0,-0.045,2020
Kyle Guy,SAC,PG,-0.1,-0.015,2021
Kyle Guy,MIA,SG,0.1,0.035,2022
Kyle Korver,CHI,SG,5.3,0.172,2012
Kyle Korver,ATL,SF,6.4,0.137,2013
Kyle Korver,ATL,SG,5.9,0.118,2014
Kyle Korver,ATL,SG,7.5,0.148,2015
Kyle Korver,ATL,SG,4.1,0.082,2016
Kyle Korver,2TM,SG,3.7,0.1,2017
Kyle Korver,CLE,SG,3.4,0.104,2018
Kyle Korver,2TM,PF,2.3,0.082,2019
Kyle Korver,MIL,SF,2.5,0.124,2020
Kyle Kuzma,LAL,PF,3.8,0.077,2018
Kyle Kuzma,LAL,PF,3.1,0.065,2019
Kyle Kuzma,LAL,PF,2.0,0.063,2020
Kyle Kuzma,LAL,SF,3.3,0.08,2021
Kyle Kuzma,WAS,PF,2.0,0.044,2022
Kyle Kuzma,WAS,PF,0.9,0.019,2023
Kyle Kuzma,WAS,PF,0.2,0.004,2024
Kyle Lowry,HOU,PG,4.9,0.156,2012
Kyle Lowry,TOR,PG,5.6,0.133,2013
Kyle Lowry,TOR,PG,11.7,0.197,2014
Kyle Lowry,TOR,PG,7.1,0.141,2015
Kyle Lowry,TOR,PG,11.6,0.196,2016
Kyle Lowry,TOR,PG,10.1,0.216,2017
Kyle Lowry,TOR,PG,10.2,0.194,2018
Kyle Lowry,TOR,PG,6.6,0.144,2019
Kyle Lowry,TOR,PG,7.5,0.171,2020
Kyle Lowry,TOR,PG,4.1,0.124,2021
Kyle Lowry,MIA,PG,6.4,0.143,2022
Kyle Lowry,MIA,PG,3.4,0.096,2023
Kyle Lowry,2TM,PG,3.5,0.1,2024
Kyle O'Quinn,ORL,C,1.4,0.107,2013
Kyle O'Quinn,ORL,C,2.5,0.101,2014
Kyle O'Quinn,ORL,PF,1.6,0.091,2015
Kyle O'Quinn,NYK,PF,1.6,0.103,2016
Kyle O'Quinn,NYK,C,3.9,0.151,2017
Kyle O'Quinn,NYK,C,4.8,0.166,2018
Kyle O'Quinn,IND,C,1.0,0.125,2019
Kyle O'Quinn,PHI,C,1.1,0.165,2020
Kyle Singler,DET,SF,2.3,0.048,2013
Kyle Singler,DET,SF,4.4,0.09,2014
Kyle Singler,2TM,SF,2.0,0.056,2015
Kyle Singler,OKC,SF,1.1,0.054,2016
Kyle Singler,OKC,SF,0.3,0.034,2017
Kyle Singler,OKC,SF,0.0,-0.031,2018
Kyle Wiltjer,HOU,PF,0.0,-0.039,2017
Kyrie Irving,CLE,PG,4.1,0.125,2012
Kyrie Irving,CLE,PG,5.3,0.125,2013
Kyrie Irving,CLE,PG,6.7,0.128,2014
Kyrie Irving,CLE,PG,10.4,0.183,2015
Kyrie Irving,CLE,PG,5.0,0.143,2016
Kyrie Irving,CLE,PG,8.9,0.17,2017
Kyrie Irving,BOS,PG,8.9,0.222,2018
Kyrie Irving,BOS,PG,9.0,0.195,2019
Kyrie Irving,BRK,PG,2.9,0.21,2020
Kyrie Irving,BRK,PG,7.4,0.189,2021
Kyrie Irving,BRK,PG,3.3,0.147,2022
Kyrie Irving,2TM,SG,7.4,0.159,2023
Kyrie Irving,DAL,SG,6.9,0.163,2024
Kyrylo Fesenko,IND,C,0.1,0.374,2012
LaMarcus Aldridge,POR,PF,7.0,0.169,2012
LaMarcus Aldridge,POR,PF,7.2,0.124,2013
LaMarcus Aldridge,POR,PF,7.5,0.144,2014
LaMarcus Aldridge,POR,PF,8.6,0.165,2015
LaMarcus Aldridge,SAS,PF,10.1,0.215,2016
LaMarcus Aldridge,SAS,PF,7.2,0.149,2017
LaMarcus Aldridge,SAS,C,10.9,0.209,2018
LaMarcus Aldridge,SAS,C,9.3,0.167,2019
LaMarcus Aldridge,SAS,C,4.5,0.122,2020
LaMarcus Aldridge,2TM,C,1.1,0.08,2021
LaMarcus Aldridge,BRK,C,3.1,0.141,2022
LaMelo Ball,CHO,PG,2.8,0.093,2021
LaMelo Ball,CHO,PG,5.8,0.116,2022
LaMelo Ball,CHO,PG,1.8,0.068,2023
LaMelo Ball,CHO,PG,1.1,0.074,2024
Lamar Odom,DAL,SF,0.3,0.014,2012
Lamar Odom,LAC,PF,2.7,0.081,2013
Lamar Patterson,ATL,SG,0.2,0.025,2016
Lamar Patterson,ATL,SG,-0.1,-0.176,2017
Lamar Stevens,CLE,PF,0.4,0.043,2021
Lamar Stevens,CLE,PF,1.6,0.078,2022
Lamar Stevens,CLE,SF,1.9,0.08,2023
Lamar Stevens,2TM,PF,0.8,0.068,2024
Lance Stephenson,IND,SG,-0.3,-0.031,2012
Lance Stephenson,IND,SG,5.5,0.115,2013
Lance Stephenson,IND,SG,7.4,0.13,2014
Lance Stephenson,CHO,SG,-0.9,-0.026,2015
Lance Stephenson,2TM,SF,2.2,0.076,2016
Lance Stephenson,3TM,SG,0.1,0.008,2017
Lance Stephenson,IND,SG,1.8,0.046,2018
Lance Stephenson,LAL,SG,1.1,0.049,2019
Lance Stephenson,2TM,SG,0.8,0.048,2022
Lance Thomas,NOH,PF,1.2,0.088,2012
Lance Thomas,NOH,SF,1.2,0.087,2013
Lance Thomas,NOP,SF,-0.1,-0.117,2014
Lance Thomas,2TM,PF,-0.4,-0.014,2015
Lance Thomas,NYK,PF,1.7,0.062,2016
Lance Thomas,NYK,PF,0.9,0.046,2017
Lance Thomas,NYK,PF,0.9,0.031,2018
Lance Thomas,NYK,PF,0.1,0.004,2019
Lance Thomas,BRK,PF,0.0,-0.015,2020
Landry Fields,NYK,SG,3.4,0.085,2012
Landry Fields,TOR,SF,1.1,0.052,2013
Landry Fields,TOR,SF,0.4,0.057,2014
Landry Fields,TOR,SF,0.3,0.072,2015
Landry Shamet,2TM,SG,3.6,0.095,2019
Landry Shamet,LAC,SG,2.6,0.086,2020
Landry Shamet,BRK,SG,1.8,0.063,2021
Landry Shamet,PHO,SG,2.6,0.085,2022
Landry Shamet,PHO,SG,1.2,0.071,2023
Landry Shamet,WAS,SG,0.3,0.022,2024
Langston Galloway,NYK,PG,1.3,0.043,2015
Langston Galloway,NYK,PG,3.3,0.077,2016
Langston Galloway,2TM,PG,1.3,0.04,2017
Langston Galloway,DET,SG,1.4,0.08,2018
Langston Galloway,DET,SG,3.4,0.094,2019
Langston Galloway,DET,SG,3.1,0.087,2020
Langston Galloway,PHO,SG,0.9,0.096,2021
Langston Galloway,2TM,SG,-0.2,-0.1,2022
Larry Drew II,PHI,PG,-0.4,-0.087,2015
Larry Drew II,2TM,PG,-0.1,-0.061,2018
Larry Hughes,ORL,PG,-0.5,-0.193,2012
Larry Nance Jr.,LAL,PF,2.2,0.083,2016
Larry Nance Jr.,LAL,PF,3.5,0.118,2017
Larry Nance Jr.,2TM,C,5.8,0.196,2018
Larry Nance Jr.,CLE,C,4.9,0.131,2019
Larry Nance Jr.,CLE,PF,3.9,0.128,2020
Larry Nance Jr.,CLE,PF,1.8,0.08,2021
Larry Nance Jr.,2TM,PF,2.3,0.104,2022
Larry Nance Jr.,NOP,C,4.9,0.171,2023
Larry Nance Jr.,NOP,C,4.1,0.16,2024
Larry Owens,NJN,SF,0.1,0.035,2012
Larry Sanders,MIL,PF,1.0,0.072,2012
Larry Sanders,MIL,C,6.0,0.149,2013
Larry Sanders,MIL,C,0.7,0.057,2014
Larry Sanders,MIL,C,1.6,0.132,2015
Larry Sanders,CLE,C,0.0,-0.029,2017
Lauri Markkanen,CHI,PF,3.3,0.079,2018
Lauri Markkanen,CHI,PF,2.7,0.078,2019
Lauri Markkanen,CHI,PF,2.6,0.084,2020
Lauri Markkanen,CHI,PF,3.0,0.109,2021
Lauri Markkanen,CLE,SF,5.0,0.127,2022
Lauri Markkanen,UTA,PF,8.2,0.173,2023
Lauri Markkanen,UTA,PF,6.2,0.163,2024
Lavoy Allen,PHI,PF,1.6,0.124,2012
Lavoy Allen,PHI,C,2.5,0.072,2013
Lavoy Allen,2TM,PF,1.5,0.066,2014
Lavoy Allen,IND,C,2.8,0.127,2015
Lavoy Allen,IND,PF,3.7,0.11,2016
Lavoy Allen,IND,PF,1.7,0.093,2017
Lazar Hayward,OKC,SF,-0.1,-0.04,2012
Lazar Hayward,MIN,SF,0.1,0.087,2013
LeBron James,MIA,SF,14.5,0.298,2012
LeBron James,MIA,PF,19.3,0.322,2013
LeBron James,MIA,PF,15.9,0.264,2014
LeBron James,CLE,SF,10.4,0.199,2015
LeBron James,CLE,SF,13.6,0.242,2016
LeBron James,CLE,SF,12.9,0.221,2017
LeBron James,CLE,PF,14.0,0.221,2018
LeBron James,LAL,SF,7.2,0.179,2019
LeBron James,LAL,PG,9.8,0.204,2020
LeBron James,LAL,PG,5.6,0.179,2021
LeBron James,LAL,C,7.5,0.172,2022
LeBron James,LAL,PF,5.6,0.138,2023
LeBron James,LAL,PF,8.5,0.164,2024
League Average,,,,,2012
League Average,,,,,2013
League Average,,,,,2014
League Average,,,,,2015
League Average,,,,,2016
League Average,,,,,2017
League Average,,,,,2018
League Average,,,,,2019
League Average,,,,,2020
League Average,,,,,2021
League Average,,,,,2022
League Average,,,,,2023
League Average,,,,,2024
Leaky Black,CHO,SF,0.5,0.084,2024
Leandro Barbosa,2TM,SG,1.7,0.06,2012
Leandro Barbosa,BOS,PG,0.9,0.086,2013
Leandro Barbosa,PHO,PG,0.4,0.058,2014
Leandro Barbosa,GSW,SG,2.8,0.137,2015
Leandro Barbosa,GSW,SG,2.1,0.092,2016
Leandro Barbosa,PHO,SG,0.6,0.031,2017
Leandro Bolmaro,MIN,SF,0.0,0.004,2022
Leandro Bolmaro,UTA,SF,-0.3,-0.231,2023
Leonard Miller,MIN,SF,0.3,0.323,2024
Lester Hudson,2TM,PG,0.1,0.012,2012
Lester Hudson,LAC,SG,0.2,0.141,2015
Lester QuiÃ±ones,GSW,SG,0.0,-0.103,2023
Lester QuiÃ±ones,GSW,SG,0.6,0.068,2024
Linas Kleiza,TOR,SF,1.5,0.066,2012
Linas Kleiza,TOR,SF,0.1,0.013,2013
Lindell Wigginton,MIL,PG,0.2,0.044,2022
Lindell Wigginton,MIL,PG,0.1,0.028,2023
Lindell Wigginton,MIL,PG,0.0,-0.154,2024
Lindy Waters III,OKC,SG,0.8,0.081,2022
Lindy Waters III,OKC,SG,1.1,0.101,2023
Lindy Waters III,OKC,SG,0.9,0.15,2024
London Perrantes,CLE,PG,-0.1,-0.086,2018
Lonnie Walker IV,SAS,SG,0.0,0.019,2019
Lonnie Walker IV,SAS,SG,0.3,0.016,2020
Lonnie Walker IV,SAS,SG,0.4,0.012,2021
Lonnie Walker IV,SAS,SG,1.2,0.037,2022
Lonnie Walker IV,LAL,SG,1.8,0.066,2023
Lonnie Walker IV,BRK,SG,0.8,0.038,2024
Lonzo Ball,LAL,PG,2.0,0.053,2018
Lonzo Ball,LAL,PG,1.6,0.052,2019
Lonzo Ball,NOP,PG,2.4,0.058,2020
Lonzo Ball,NOP,PG,3.2,0.089,2021
Lonzo Ball,CHI,PG,2.2,0.088,2022
Lorenzo Brown,PHI,PG,-0.3,-0.068,2014
Lorenzo Brown,MIN,PG,0.3,0.025,2015
Lorenzo Brown,PHO,PG,-0.2,-0.157,2016
Lorenzo Brown,TOR,PG,0.2,0.06,2018
Lorenzo Brown,TOR,PG,-0.1,-0.027,2019
Lou Amundson,IND,PF,1.0,0.062,2012
Lou Amundson,3TM,PF,0.1,0.019,2013
Lou Amundson,2TM,PF,0.1,0.024,2014
Lou Amundson,2TM,PF,0.3,0.017,2015
Lou Amundson,NYK,PF,-0.1,-0.014,2016
Lou Williams,PHI,PG,6.1,0.174,2012
Lou Williams,ATL,SG,2.4,0.103,2013
Lou Williams,ATL,PG,2.6,0.087,2014
Lou Williams,TOR,SG,6.6,0.157,2015
Lou Williams,LAL,SG,4.7,0.119,2016
Lou Williams,2TM,SG,6.1,0.148,2017
Lou Williams,LAC,SG,6.7,0.125,2018
Lou Williams,LAC,SG,5.1,0.123,2019
Lou Williams,LAC,PG,4.1,0.105,2020
Lou Williams,2TM,PG,1.7,0.056,2021
Lou Williams,ATL,PG,0.6,0.034,2022
Louis King,DET,SF,0.0,-0.007,2020
Louis King,SAC,SF,0.3,0.16,2021
Louis King,SAC,SF,0.0,0.0,2022
Louis King,PHI,PF,0.1,0.157,2023
Luc Mbah a Moute,MIL,PF,2.4,0.112,2012
Luc Mbah a Moute,MIL,SF,0.5,0.017,2013
Luc Mbah a Moute,2TM,PF,1.0,0.049,2014
Luc Mbah a Moute,PHI,PF,1.1,0.027,2015
Luc Mbah a Moute,LAC,PF,1.6,0.059,2016
Luc Mbah a Moute,LAC,SF,3.1,0.084,2017
Luc Mbah a Moute,HOU,PF,2.8,0.087,2018
Luc Mbah a Moute,LAC,PF,0.0,0.009,2019
Luc Mbah a Moute,HOU,PF,0.0,-0.008,2020
Lucas Nogueira,TOR,C,0.0,-0.071,2015
Lucas Nogueira,TOR,C,0.7,0.154,2016
Lucas Nogueira,TOR,C,3.7,0.164,2017
Lucas Nogueira,TOR,C,1.6,0.188,2018
Luguentz Dort,OKC,SF,0.8,0.049,2020
Luguentz Dort,OKC,SG,0.3,0.011,2021
Luguentz Dort,OKC,SG,1.4,0.04,2022
Luguentz Dort,OKC,SF,2.9,0.062,2023
Luguentz Dort,OKC,SF,4.6,0.097,2024
Luis Montero,POR,SG,-0.2,-0.238,2016
Luis Montero,DET,SG,-0.1,-0.445,2018
Luis Scola,HOU,PF,3.4,0.08,2012
Luis Scola,PHO,PF,4.4,0.096,2013
Luis Scola,IND,PF,2.5,0.084,2014
Luis Scola,IND,PF,4.4,0.126,2015
Luis Scola,TOR,PF,3.3,0.098,2016
Luis Scola,BRK,PF,0.8,0.082,2017
Luka DonÄiÄ,DAL,SG,4.9,0.101,2019
Luka DonÄiÄ,DAL,PG,8.8,0.207,2020
Luka DonÄiÄ,DAL,PG,7.7,0.163,2021
Luka DonÄiÄ,DAL,PG,7.6,0.159,2022
Luka DonÄiÄ,DAL,PG,10.2,0.204,2023
Luka DonÄiÄ,DAL,PG,12.0,0.22,2024
Luka Garza,DET,C,0.8,0.093,2022
Luka Garza,MIN,C,1.1,0.211,2023
Luka Garza,MIN,C,0.4,0.166,2024
Luka Å amaniÄ,SAS,PF,0.0,0.011,2020
Luka Å amaniÄ,SAS,PF,0.1,0.015,2021
Luka Å amaniÄ,UTA,PF,0.2,0.045,2023
Luka Å amaniÄ,UTA,PF,-0.2,-0.029,2024
Luke Babbitt,POR,SF,0.7,0.064,2012
Luke Babbitt,POR,PF,0.7,0.047,2013
Luke Babbitt,NOP,PF,0.7,0.074,2014
Luke Babbitt,NOP,SF,1.6,0.092,2015
Luke Babbitt,NOP,SF,1.1,0.064,2016
Luke Babbitt,MIA,SF,1.8,0.081,2017
Luke Babbitt,2TM,SF,0.9,0.06,2018
Luke Harangody,CLE,PF,0.2,0.046,2012
Luke Kennard,DET,SG,2.6,0.085,2018
Luke Kennard,DET,SG,2.5,0.085,2019
Luke Kennard,DET,SG,1.9,0.1,2020
Luke Kennard,LAC,SG,2.7,0.105,2021
Luke Kennard,LAC,SG,4.5,0.113,2022
Luke Kennard,2TM,SG,3.4,0.124,2023
Luke Kennard,MEM,SG,2.1,0.099,2024
Luke Kornet,NYK,C,0.5,0.077,2018
Luke Kornet,NYK,C,1.4,0.083,2019
Luke Kornet,CHI,C,1.1,0.091,2020
Luke Kornet,2TM,C,0.7,0.095,2021
Luke Kornet,3TM,C,0.4,0.194,2022
Luke Kornet,BOS,C,3.3,0.198,2023
Luke Kornet,BOS,C,5.1,0.248,2024
Luke Ridnour,MIN,SG,3.3,0.09,2012
Luke Ridnour,MIN,SG,4.3,0.084,2013
Luke Ridnour,2TM,PG,0.1,0.005,2014
Luke Ridnour,ORL,PG,0.6,0.042,2015
Luke Walton,2TM,PF,-0.4,-0.05,2012
Luke Walton,CLE,PF,0.8,0.045,2013
Luke Zeller,PHO,C,-0.1,-0.047,2013
Luol Deng,CHI,SF,5.8,0.132,2012
Luol Deng,CHI,SF,6.3,0.105,2013
Luol Deng,2TM,SF,4.5,0.098,2014
Luol Deng,MIA,SF,5.4,0.106,2015
Luol Deng,MIA,PF,6.4,0.128,2016
Luol Deng,LAL,SF,0.9,0.029,2017
Luol Deng,LAL,SF,0.0,-0.018,2018
Luol Deng,MIN,SF,0.8,0.101,2019
M.J. Walker,PHO,SG,0.0,-0.276,2022
Maalik Wayns,2TM,PG,-0.3,-0.079,2013
Maalik Wayns,LAC,PG,0.1,0.313,2014
Mac McClung,2TM,PG,0.0,-0.043,2022
Mac McClung,PHI,SG,0.1,0.14,2023
Malachi Flynn,TOR,PG,0.8,0.041,2021
Malachi Flynn,TOR,PG,1.0,0.092,2022
Malachi Flynn,TOR,PG,0.5,0.034,2023
Malachi Flynn,3TM,PG,0.5,0.029,2024
Malachi Richardson,SAC,SG,0.1,0.028,2017
Malachi Richardson,2TM,SG,-0.1,-0.015,2018
Malachi Richardson,TOR,SG,-0.1,-0.06,2019
Malaki Branham,SAS,SG,-0.1,-0.004,2023
Malaki Branham,SAS,PG,-0.3,-0.008,2024
Malcolm Brogdon,MIL,SG,4.1,0.1,2017
Malcolm Brogdon,MIL,PG,2.7,0.091,2018
Malcolm Brogdon,MIL,SG,6.5,0.171,2019
Malcolm Brogdon,IND,PG,4.0,0.114,2020
Malcolm Brogdon,IND,PG,4.2,0.105,2021
Malcolm Brogdon,IND,PG,2.7,0.106,2022
Malcolm Brogdon,BOS,PG,5.8,0.161,2023
Malcolm Brogdon,POR,PG,2.6,0.111,2024
Malcolm Cazalon,DET,SG,0.0,-0.012,2024
Malcolm Delaney,ATL,PG,0.1,0.005,2017
Malcolm Delaney,ATL,PG,1.0,0.047,2018
Malcolm Hill,2TM,SG,0.6,0.126,2022
Malcolm Hill,CHI,SF,0.0,0.125,2023
Malcolm Lee,MIN,SG,0.1,0.024,2012
Malcolm Lee,MIN,SG,0.4,0.059,2013
Malcolm Lee,PHI,SG,0.0,-0.527,2015
Malcolm Miller,TOR,SF,0.2,0.087,2018
Malcolm Miller,TOR,SF,0.2,0.13,2019
Malcolm Miller,TOR,SF,0.3,0.082,2020
Malcolm Thomas,SAS,PF,0.0,-0.028,2012
Malcolm Thomas,2TM,PF,0.2,0.133,2013
Malcolm Thomas,2TM,PF,-0.2,-0.132,2014
Malcolm Thomas,PHI,PF,0.1,0.023,2015
Malik Beasley,DEN,SG,0.2,0.057,2017
Malik Beasley,DEN,SG,0.3,0.028,2018
Malik Beasley,DEN,SG,4.5,0.115,2019
Malik Beasley,2TM,SG,1.2,0.049,2020
Malik Beasley,MIN,SG,1.3,0.053,2021
Malik Beasley,MIN,SG,2.9,0.069,2022
Malik Beasley,2TM,SG,1.4,0.032,2023
Malik Beasley,MIL,SG,3.5,0.073,2024
Malik Fitts,LAC,PF,0.0,0.049,2021
Malik Fitts,2TM,PF,0.1,0.097,2022
Malik Monk,CHO,SG,0.0,0.0,2018
Malik Monk,CHO,SG,0.3,0.012,2019
Malik Monk,CHO,SG,0.7,0.028,2020
Malik Monk,CHO,SG,1.0,0.054,2021
Malik Monk,LAL,SG,3.6,0.081,2022
Malik Monk,SAC,SG,3.2,0.091,2023
Malik Monk,SAC,SG,3.5,0.09,2024
Malik Newman,CLE,SG,0.0,-0.502,2020
Malik Newman,CLE,PG,0.0,0.179,2022
Malik Williams,TOR,C,-0.2,-0.069,2024
Mamadi Diakite,MIL,PF,0.3,0.102,2021
Mamadi Diakite,OKC,PF,0.3,0.08,2022
Mamadi Diakite,CLE,C,0.2,0.051,2023
Mamadi Diakite,2TM,PF,0.1,0.168,2024
Mangok Mathiang,CHO,C,0.1,0.183,2018
Manny Harris,CLE,SG,0.3,0.03,2012
Manny Harris,LAL,SG,0.0,0.002,2014
Manny Harris,DAL,SG,-0.2,-0.364,2017
Manu GinÃ³bili,SAS,SG,4.2,0.257,2012
Manu GinÃ³bili,SAS,SG,4.5,0.155,2013
Manu GinÃ³bili,SAS,SG,5.7,0.176,2014
Manu GinÃ³bili,SAS,SG,3.7,0.111,2015
Manu GinÃ³bili,SAS,SG,3.8,0.16,2016
Manu GinÃ³bili,SAS,SG,3.0,0.11,2017
Manu GinÃ³bili,SAS,SG,2.2,0.082,2018
MarJon Beauchamp,MIL,SF,0.4,0.027,2023
MarJon Beauchamp,MIL,SF,0.7,0.056,2024
MarShon Brooks,NJN,SG,0.8,0.022,2012
MarShon Brooks,BRK,SG,1.3,0.068,2013
MarShon Brooks,3TM,SG,0.4,0.06,2014
MarShon Brooks,MEM,SG,0.7,0.179,2018
MarShon Brooks,MEM,SG,0.1,0.018,2019
Marc Gasol,MEM,C,8.2,0.166,2012
Marc Gasol,MEM,C,11.5,0.197,2013
Marc Gasol,MEM,C,5.6,0.137,2014
Marc Gasol,MEM,C,10.2,0.182,2015
Marc Gasol,MEM,C,3.7,0.098,2016
Marc Gasol,MEM,C,7.7,0.145,2017
Marc Gasol,MEM,C,4.0,0.08,2018
Marc Gasol,2TM,C,6.0,0.118,2019
Marc Gasol,TOR,C,3.0,0.124,2020
Marc Gasol,LAL,C,2.8,0.133,2021
Marcelo Huertas,LAL,PG,-0.1,-0.006,2016
Marcelo Huertas,LAL,PG,-0.1,-0.025,2017
Marcin Gortat,PHO,C,7.6,0.172,2012
Marcin Gortat,PHO,C,3.4,0.086,2013
Marcin Gortat,WAS,C,8.1,0.146,2014
Marcin Gortat,WAS,C,8.6,0.168,2015
Marcin Gortat,WAS,C,7.3,0.156,2016
Marcin Gortat,WAS,C,6.8,0.127,2017
Marcin Gortat,WAS,C,4.9,0.113,2018
Marcin Gortat,LAC,C,1.4,0.089,2019
Marco Belinelli,NOH,SG,2.9,0.071,2012
Marco Belinelli,CHI,SG,3.0,0.076,2013
Marco Belinelli,SAS,SF,5.9,0.14,2014
Marco Belinelli,SAS,SG,2.9,0.1,2015
Marco Belinelli,SAC,SG,0.5,0.014,2016
Marco Belinelli,CHO,SG,3.2,0.087,2017
Marco Belinelli,2TM,SG,3.7,0.092,2018
Marco Belinelli,SAS,SG,2.5,0.065,2019
Marco Belinelli,SAS,SG,0.8,0.046,2020
Marcus Camby,2TM,C,3.6,0.127,2012
Marcus Camby,NYK,PF,0.0,0.007,2013
Marcus Derrickson,GSW,PF,0.2,0.155,2019
Marcus Garrett,MIA,SG,0.1,0.032,2022
Marcus Georges-Hunt,ORL,SG,0.1,0.107,2017
Marcus Georges-Hunt,MIN,SG,0.2,0.049,2018
Marcus Morris,HOU,PF,-0.2,-0.083,2012
Marcus Morris,2TM,PF,1.8,0.058,2013
Marcus Morris,PHO,SF,4.2,0.111,2014
Marcus Morris,PHO,PF,4.0,0.093,2015
Marcus Morris,DET,SF,5.4,0.091,2016
Marcus Morris,DET,SF,3.9,0.072,2017
Marcus Morris,BOS,PF,3.2,0.108,2018
Marcus Morris,BOS,PF,4.4,0.102,2019
Marcus Morris,2TM,PF,3.6,0.088,2020
Marcus Morris,LAC,PF,3.6,0.115,2021
Marcus Morris,LAC,PF,2.4,0.074,2022
Marcus Morris,LAC,PF,2.0,0.053,2023
Marcus Morris,2TM,PF,1.0,0.06,2024
Marcus Paige,CHO,PG,0.0,-0.006,2018
Marcus Sasser,DET,PG,0.9,0.033,2024
Marcus Smart,BOS,PG,2.9,0.077,2015
Marcus Smart,BOS,PG,2.9,0.083,2016
Marcus Smart,BOS,SG,3.2,0.064,2017
Marcus Smart,BOS,SG,1.9,0.056,2018
Marcus Smart,BOS,SG,5.2,0.114,2019
Marcus Smart,BOS,SG,4.5,0.112,2020
Marcus Smart,BOS,PG,3.3,0.1,2021
Marcus Smart,BOS,PG,5.6,0.116,2022
Marcus Smart,BOS,PG,3.7,0.092,2023
Marcus Smart,MEM,PG,0.2,0.02,2024
Marcus Thornton,SAC,SG,3.8,0.103,2012
Marcus Thornton,SAC,SG,3.2,0.089,2013
Marcus Thornton,2TM,SG,2.0,0.055,2014
Marcus Thornton,2TM,SG,1.2,0.083,2015
Marcus Thornton,2TM,SG,1.7,0.074,2016
Marcus Thornton,WAS,SG,0.5,0.042,2017
Marial Shayok,PHI,SG,-0.1,-0.13,2020
Mario Chalmers,MIA,PG,4.3,0.112,2012
Mario Chalmers,MIA,PG,5.2,0.12,2013
Mario Chalmers,MIA,PG,4.8,0.106,2014
Mario Chalmers,MIA,PG,2.8,0.056,2015
Mario Chalmers,2TM,PG,3.8,0.132,2016
Mario Chalmers,MEM,PG,0.6,0.021,2018
Mario Hezonja,ORL,SF,0.9,0.029,2016
Mario Hezonja,ORL,SF,-0.7,-0.033,2017
Mario Hezonja,ORL,SF,2.3,0.066,2018
Mario Hezonja,NYK,SF,-0.1,-0.003,2019
Mario Hezonja,POR,PF,0.8,0.043,2020
Mark Williams,CHO,C,2.8,0.163,2023
Mark Williams,CHO,C,2.1,0.198,2024
Markel Brown,BRK,SG,0.5,0.031,2015
Markel Brown,BRK,SG,0.6,0.031,2016
Markel Brown,HOU,SG,0.0,-0.063,2018
Markelle Fultz,PHI,SG,0.2,0.043,2018
Markelle Fultz,PHI,SG,0.3,0.035,2019
Markelle Fultz,ORL,PG,2.7,0.065,2020
Markelle Fultz,ORL,PG,-0.1,-0.024,2021
Markelle Fultz,ORL,PG,0.4,0.053,2022
Markelle Fultz,ORL,PG,3.7,0.1,2023
Markelle Fultz,ORL,PG,1.3,0.069,2024
Markieff Morris,PHO,PF,1.5,0.059,2012
Markieff Morris,PHO,PF,1.7,0.044,2013
Markieff Morris,PHO,PF,6.4,0.143,2014
Markieff Morris,PHO,PF,4.6,0.085,2015
Markieff Morris,2TM,PF,0.5,0.015,2016
Markieff Morris,WAS,PF,4.1,0.083,2017
Markieff Morris,WAS,PF,3.3,0.08,2018
Markieff Morris,2TM,PF,1.6,0.061,2019
Markieff Morris,2TM,PF,1.4,0.058,2020
Markieff Morris,LAL,PF,1.6,0.062,2021
Markieff Morris,MIA,PF,0.3,0.054,2022
Markieff Morris,2TM,PF,0.4,0.059,2023
Markieff Morris,DAL,PF,-0.1,-0.014,2024
Marko GuduriÄ,MEM,SG,0.1,0.014,2020
Marko Simonovic,CHI,C,0.0,-0.011,2022
Marko Simonovic,CHI,C,0.0,-0.052,2023
Markquis Nowell,TOR,SG,0.1,0.665,2024
Markus Howard,DEN,SG,-0.3,-0.068,2021
Markus Howard,DEN,SG,0.3,0.082,2022
Marques Bolden,CLE,C,0.0,0.282,2020
Marques Bolden,CLE,C,0.0,0.063,2021
Marques Bolden,2TM,C,0.3,0.134,2024
Marquese Chriss,PHO,PF,1.8,0.05,2017
Marquese Chriss,PHO,PF,0.7,0.023,2018
Marquese Chriss,2TM,PF,-0.2,-0.023,2019
Marquese Chriss,GSW,PF,3.4,0.136,2020
Marquese Chriss,GSW,PF,0.0,-0.03,2021
Marquese Chriss,DAL,PF,0.8,0.108,2022
Marquis Daniels,BOS,SG,0.1,0.008,2012
Marquis Daniels,MIL,SF,0.5,0.023,2013
Marquis Teague,CHI,PG,-0.3,-0.031,2013
Marquis Teague,2TM,SG,-0.5,-0.059,2014
